DMA1_pat,DMA2_pat,DMA3_pat,DMA4_pat,DMA5_pat
0.501181008,0.467761775,0.514813687,0.443154411,0.455474873
0.432876646,0.424330225,0.397940007,0.457085208,0.450457536
0.502826916,0.441745587,0.481458262,0.452304772,0.540443949
0.457942463,0.444133647,0.454975309,0.462802066,0.449326094
0.35371282,0.328821305,0.325494475,0.333131325,0.368488433
0.323113099,0.398078737,0.318515481,0.330277938,0.331725643
0.343918166,0.350055046,0.351557735,0.378285049,0.367939589
0.403762249,0.45927643,0.470702529,0.439900812,0.428260965
0.487081621,0.532145633,0.565496024,0.493963982,0.528053131
0.628082154,0.680506326,0.627452721,0.622476783,0.63081984
0.729500781,0.737568205,0.699109358,0.67641725,0.812053109
0.695858857,0.753746385,0.688133973,0.72376197,0.725200338
0.676554261,0.753907507,0.663764598,0.609731383,0.644226573
0.643970555,0.643309859,0.576458528,0.685396172,0.671423457
0.575937879,0.615978727,0.551666885,0.556234778,0.585957849
0.557502706,0.655598436,0.605415426,0.512275592,0.532059215
0.53376339,0.516213305,0.530903884,0.456979877,0.473957606
0.523090956,0.575763759,0.511896788,0.495938502,0.506647303
0.542336693,0.493908032,0.497091109,0.553394159,0.511175081
0.541011753,0.524967862,0.524525987,0.535609456,0.514901179
0.581574806,0.545855719,0.535405298,0.51245644,0.525161175
0.599633839,0.597032879,0.522579472,0.578666641,0.60038628
0.504988386,0.598755339,0.503613957,0.501445796,0.511610133
0.544463447,0.564197044,0.520475933,0.528201268,0.531072317
0.529313832,0.51090968,0.43545097,0.438136069,0.445664254
0.45984399,0.419250815,0.386931757,0.410289074,0.434761027
0.451888554,0.434992499,0.41933438,0.536298334,0.654601182
0.465836957,0.405793451,0.439223754,0.445758612,0.468029292
0.334889431,0.361690684,0.338060616,0.337695063,0.364200273
0.336720302,0.38487257,0.344794792,0.365125528,0.332510146
0.373232602,0.370426042,0.397912481,0.352868187,0.292547542
0.382583372,0.443454191,0.425601966,0.419840313,0.397082612
0.514847252,0.541433623,0.501090172,0.499574881,0.526461943
0.639150016,0.647880026,0.633550098,0.602946637,0.655611973
0.741598871,0.727302136,0.770210212,0.731996463,0.823429471
0.699588547,0.776984871,0.789435887,0.679066925,0.779708959
0.618064376,0.654775057,0.633932055,0.585319576,0.721775503
0.629390141,0.643152991,0.618346921,0.580802352,0.684893763
0.657919603,0.586160107,0.593200449,0.554794833,0.575096381
0.60491823,0.576027036,0.549694545,0.58388539,0.555747695
0.47957826,0.481690172,0.476232919,0.525929737,0.497667172
0.482782842,0.521729243,0.489009178,0.585228713,0.515792279
0.488186732,0.534647915,0.458984602,0.534590527,0.504945323
0.570788551,0.569807293,0.555261744,0.490658008,0.491874127
0.567641138,0.573146116,0.545158539,0.570843093,0.560970583
0.58506715,0.512984151,0.523095097,0.52483653,0.562890247
0.545388103,0.548914561,0.492636125,0.601451669,0.544561131
0.495913435,0.547892896,0.496339777,0.481188869,0.516923442
0.457773636,0.470471813,0.475062051,0.510191114,0.459874459
0.407901307,0.481976343,0.45367181,0.412133736,0.420310265
0.491480629,0.403238195,0.467593635,0.499450268,0.546146339
0.432233333,0.439511479,0.442615219,0.433280648,0.462491719
0.324279553,0.354945332,0.321455189,0.359516795,0.330231005
0.316332468,0.354697322,0.338474446,0.359350161,0.329045433
0.38188745,0.35349697,0.322222526,0.367218226,0.356688413
0.452406532,0.382792138,0.441942911,0.425869649,0.401743983
0.457741053,0.498378592,0.595365001,0.544698741,0.611141918
0.612151346,0.613724824,0.624310552,0.687484289,0.671288663
0.750492761,0.684508118,0.727000838,0.741016087,0.716855577
0.72504995,0.763498053,0.70541584,0.675067152,0.727056469
0.699053767,0.674736696,0.671641884,0.6696514,0.566485103
0.665648377,0.685739318,0.671169238,0.628298006,0.597121468
0.636150514,0.594601244,0.619423247,0.543254286,0.585111463
0.512761023,0.60273918,0.614086517,0.592374246,0.558047535
0.508986395,0.563192124,0.555269562,0.521222544,0.508420596
0.487580952,0.486731171,0.520511458,0.499588166,0.475440268
0.542047041,0.539998957,0.569298556,0.527441183,0.528277639
0.563930971,0.58244168,0.477831096,0.579788108,0.586647959
0.626707078,0.595475625,0.517954649,0.5911508,0.559017803
0.540045213,0.625014874,0.57771772,0.565196778,0.575352052
0.582914456,0.613580382,0.538528862,0.524762894,0.502001699
0.530930398,0.536711456,0.530053573,0.455171218,0.526793447
0.495177724,0.515505472,0.452569234,0.500782458,0.510292911
0.456458592,0.449808101,0.49909267,0.433513121,0.403042557
0.526326154,0.519804252,0.446049795,0.505980497,0.56066812
0.454724767,0.476696647,0.443836552,0.450405238,0.513349649
0.346695814,0.352115532,0.371576303,0.359048243,0.340332317
0.338307975,0.373067589,0.354410287,0.350810849,0.379747785
0.34073199,0.338426754,0.413475453,0.403851158,0.338267285
0.445773148,0.403229487,0.400089018,0.43448885,0.367770364
0.524903123,0.501920959,0.539465878,0.512899197,0.517314345
0.696640147,0.659966502,0.576011024,0.668827997,0.668500296
0.700161254,0.665004985,0.688145183,0.725368735,0.6981218
0.713480236,0.754371327,0.652860204,0.677206549,0.730733646
0.700857832,0.706034411,0.666158606,0.621780716,0.602010932
0.627135289,0.630144813,0.580548682,0.605212717,0.583879286
0.619309467,0.597931514,0.569052035,0.617862567,0.583061541
0.579712379,0.589335744,0.563479923,0.552179474,0.512742362
0.484487245,0.514532367,0.528577728,0.516424359,0.518959986
0.475554973,0.514368128,0.546522534,0.488457127,0.547751607
0.514939035,0.596985288,0.470194682,0.532214972,0.488929567
0.566624544,0.55607215,0.548901961,0.550505704,0.515657581
0.576723518,0.605880653,0.496727208,0.641531768,0.559950978
0.546141283,0.555449578,0.501629637,0.594013314,0.602354242
0.601119683,0.546110801,0.506055689,0.568205415,0.549390905
0.598961546,0.519265308,0.546175791,0.48283249,0.495205236
0.516915713,0.513424388,0.449213354,0.437362424,0.50191576
0.445414834,0.424122646,0.385013128,0.403331222,0.419290787
0.529444265,0.511355931,0.530008135,0.529788921,0.429391136
0.491494482,0.44224641,0.465685928,0.458287548,0.452933047
0.365371417,0.332778804,0.337091936,0.358180789,0.324414773
0.341252269,0.347184265,0.338615797,0.358765107,0.377763101
0.387751889,0.349093016,0.381118228,0.357474044,0.347965615
0.374793766,0.3810051,0.456616442,0.407335597,0.443334927
0.509720163,0.565453684,0.531242983,0.527147532,0.535127308
0.6113116,0.685385533,0.59021621,0.657572513,0.719269136
0.754107126,0.719527606,0.762021324,0.750424122,0.787069417
0.779553577,0.74207232,0.748804262,0.697901441,0.753074339
0.667464361,0.706576666,0.68548029,0.585456207,0.75910787
0.62543002,0.651060855,0.60605723,0.592545171,0.673706017
0.551115747,0.517605025,0.554058489,0.65880939,0.566978348
0.553935725,0.563103831,0.495218593,0.568868314,0.565312285
0.477153493,0.533349282,0.478614136,0.486165265,0.485822593
0.557043907,0.621298457,0.515600509,0.573233174,0.471058972
0.532864851,0.517200636,0.535234126,0.559310806,0.530664109
0.605300823,0.595529271,0.509305323,0.528219859,0.549328992
0.627174383,0.5576668,0.54455273,0.604156074,0.499453476
0.590290438,0.609469269,0.593222626,0.572498185,0.53665159
0.558573664,0.584675487,0.542467429,0.538772815,0.574914965
0.486624805,0.548500718,0.52352374,0.531502691,0.542945865
0.483858432,0.526374247,0.42824294,0.491004673,0.541411242
0.425029983,0.421663603,0.370100238,0.460196638,0.442162903
0.536273219,0.428718279,0.539038914,0.494870435,0.526487233
0.472147945,0.444607852,0.469723351,0.452550495,0.487444639
0.37368231,0.327036623,0.336787784,0.382246999,0.322562865
0.375455804,0.368980073,0.326577654,0.353284517,0.342347426
0.362523215,0.375926098,0.315810893,0.331379129,0.355992071
0.422774759,0.40772544,0.408227858,0.372225568,0.42286646
0.530459275,0.50243382,0.480585282,0.564433723,0.611566836
0.645673899,0.594288848,0.621851269,0.690481615,0.602365975
0.703721282,0.782587032,0.731441136,0.651118212,0.765691756
0.69970525,0.793529279,0.706883591,0.657177434,0.813849949
0.735844865,0.670539346,0.743149669,0.689719396,0.693373245
0.662224406,0.616422326,0.649020805,0.584802802,0.682946885
0.534229885,0.56960098,0.557092738,0.531524342,0.577264316
0.561537236,0.573620503,0.463336712,0.561598623,0.528766084
0.495414604,0.474839396,0.509031212,0.524096938,0.467997697
0.488697556,0.487797086,0.52345522,0.446163306,0.485820026
0.522103666,0.605921079,0.525092078,0.521576702,0.52720485
0.550698502,0.561906029,0.535536619,0.482050507,0.587825645
0.597091698,0.57429113,0.507217247,0.515152009,0.557743584
0.548421783,0.634462694,0.577613722,0.525922329,0.52602064
0.549381714,0.586173113,0.552490616,0.543614262,0.557320584
0.494269582,0.441406269,0.52700678,0.531986533,0.495326409
0.478051232,0.488360067,0.418076422,0.441163213,0.425703358
0.424281768,0.419587109,0.416814785,0.41974277,0.436629942
0.578944227,0.530872297,0.534460925,0.513490084,0.525673087
0.431430381,0.466245943,0.453178046,0.415903035,0.503029097
0.330659781,0.356244804,0.356895751,0.366471728,0.350500478
0.364282579,0.346122894,0.345918692,0.378618635,0.317241601
0.374190903,0.338667147,0.37415757,0.371120108,0.340923523
0.417850155,0.459058679,0.452819783,0.432505865,0.435625212
0.464764026,0.501791414,0.517379019,0.553504213,0.52553887
0.612707177,0.584365929,0.698048702,0.655914387,0.682144256
0.768016076,0.713776479,0.759083298,0.666396196,0.677472382
0.823608676,0.757541353,0.78366052,0.650083447,0.705425793
0.732327706,0.701200978,0.737370919,0.691442099,0.656284991
0.595114038,0.631084003,0.73349952,0.548366631,0.571247461
0.598474801,0.617878387,0.554013548,0.506865323,0.605997837
0.548950124,0.548585588,0.622128731,0.535857175,0.509653841
0.540751446,0.521572077,0.54073944,0.544030454,0.47155176
0.574421796,0.550827371,0.502276126,0.519080896,0.529542371
0.536594766,0.533847549,0.541410043,0.513977973,0.541891843
0.553764919,0.538485214,0.579480643,0.524192751,0.510362519
0.582295833,0.571357071,0.53541405,0.535586711,0.547033996
0.663352052,0.577302869,0.537031974,0.548313743,0.534407135
0.573753885,0.577990724,0.590732763,0.566356087,0.554445067
0.487845974,0.529563939,0.466635414,0.54529241,0.505309597
0.460577939,0.47638524,0.464244875,0.507357784,0.463384633
0.415191136,0.458230325,0.426161649,0.429923912,0.380243022
0.591832078,0.418619988,0.543762154,0.553495632,0.475507161
0.485407223,0.400532759,0.472883242,0.454088101,0.483323107
0.366805808,0.353288186,0.307900198,0.379754346,0.357814974
0.354719686,0.338855336,0.317407879,0.336631249,0.338816117
0.347428257,0.413935171,0.376648607,0.375426579,0.360214157
0.403418496,0.413073811,0.430827492,0.397961663,0.399211798
0.551125925,0.580729888,0.540657155,0.448892601,0.545783324
0.652857815,0.660160251,0.691129328,0.604484748,0.662500324
0.689351544,0.746818666,0.745842093,0.708355044,0.750097236
0.732084075,0.742929992,0.787949496,0.711661772,0.663370343
0.669752526,0.731798258,0.67547323,0.610841756,0.66765542
0.643560903,0.653717446,0.606471197,0.620039282,0.625648294
0.594107954,0.589075378,0.557162927,0.541156119,0.568429634
0.594018132,0.59125506,0.541513727,0.556726344,0.572930914
0.586533632,0.516268926,0.508558024,0.49426518,0.53048021
0.546567432,0.525192028,0.557317323,0.57305227,0.519783929
0.58049076,0.547758029,0.520311883,0.519283866,0.502340998
0.643366199,0.591977412,0.492517987,0.541318163,0.532650882
0.59807018,0.53170012,0.510588951,0.537065757,0.514705866
0.628264342,0.610279938,0.576628705,0.587997713,0.587766694
0.57606126,0.650896516,0.536438144,0.594971937,0.610780409
0.525470165,0.596045833,0.474422159,0.561507527,0.554500794
0.476474585,0.430654297,0.521785337,0.444904073,0.419824084
0.424010137,0.435222801,0.460075624,0.417424781,0.4209692
0.539953247,0.504873238,0.529522116,0.47011299,0.575408682
0.427083136,0.488229329,0.425937793,0.462766711,0.438830568
0.362180388,0.386754058,0.332173599,0.343727942,0.354414864
0.369852914,0.35154957,0.372472234,0.367850163,0.323986212
0.356709407,0.364637074,0.341622176,0.352744515,0.354792925
0.412173684,0.464961177,0.413066304,0.458764893,0.400292283
0.590569086,0.522648047,0.504749556,0.486410707,0.534116735
0.665286791,0.763446386,0.663333638,0.58327848,0.677194472
0.73983277,0.731111355,0.69891078,0.797243512,0.887680987
0.686088167,0.709961919,0.706262662,0.688705048,0.691951656
0.666654293,0.648729179,0.706998049,0.634163985,0.746907145
0.633421763,0.659134779,0.637820335,0.586897299,0.653045541
0.487758701,0.591127722,0.617354213,0.53040599,0.620947064
0.517851617,0.579303998,0.578995753,0.603616984,0.582322462
0.484074296,0.552001196,0.51572379,0.517126773,0.551684654
0.519266736,0.527265389,0.552926579,0.579293586,0.47704847
0.514115594,0.554632162,0.498299538,0.523969055,0.500349665
0.541981835,0.623185735,0.571045414,0.602703764,0.515871912
0.565222316,0.576817117,0.544009047,0.546950561,0.562670072
0.52365253,0.588548842,0.536956045,0.481956089,0.591991626
0.522997839,0.556404539,0.480664545,0.553655492,0.533151197
0.484554412,0.514345192,0.524540868,0.485889303,0.527424024
0.444938933,0.493709674,0.449013373,0.429586951,0.471859758
0.399315941,0.4576829,0.415045545,0.381004494,0.40761757
0.482694005,0.438466411,0.456587741,0.482371523,0.555476386
0.452153236,0.416840114,0.489975547,0.412138865,0.40525501
0.397719228,0.348969706,0.375878053,0.351082123,0.325417564
0.336775313,0.35865094,0.330427086,0.341475096,0.377572541
0.350745344,0.372149037,0.352256848,0.418320591,0.420267627
0.409980915,0.433207134,0.396514491,0.436449476,0.406523561
0.518149672,0.553300772,0.538742765,0.445153301,0.546280962
0.633697427,0.628021612,0.659049732,0.623642198,0.777867774
0.719010679,0.726383497,0.782893406,0.740819205,0.711861459
0.694920393,0.719724857,0.649601168,0.592056223,0.704431137
0.602146318,0.731006155,0.695576409,0.683331912,0.692233946
0.68334967,0.633873895,0.59974646,0.596109563,0.662805621
0.571744014,0.665239728,0.633199734,0.532418966,0.594728056
0.594297204,0.606360694,0.57410794,0.584601872,0.586155066
0.561394898,0.528437208,0.500213932,0.536526363,0.559821684
0.5066776,0.575231582,0.481815764,0.49576614,0.494044437
0.508713032,0.520738303,0.515779505,0.50055368,0.462579999
0.607626431,0.566211345,0.570509531,0.55676693,0.557217979
0.595060812,0.592252615,0.55460766,0.566190847,0.557530884
0.597489885,0.514526899,0.534609725,0.613792859,0.515712108
0.584467414,0.574527307,0.517074913,0.535404515,0.574287695
0.513545221,0.561325478,0.47283673,0.519780089,0.450819512
0.451588621,0.51857953,0.430980142,0.455121048,0.416325156
0.39711664,0.438623307,0.367928809,0.436814169,0.404648935
0.561641675,0.440888131,0.436396268,0.564299737,0.4981941
0.466172501,0.41342767,0.473823935,0.468313377,0.501444546
0.327585619,0.351287116,0.368273969,0.350502992,0.326897233
0.382730187,0.332902716,0.352965556,0.350147053,0.357490891
0.400001062,0.349141621,0.374064783,0.392721507,0.380705456
0.394165756,0.473702489,0.410247015,0.454577652,0.453823391
0.572154097,0.575985023,0.496711383,0.534670893,0.545066998
0.643840649,0.698583563,0.715614497,0.598206106,0.728528134
0.74693765,0.742434193,0.730350704,0.674101608,0.709386887
0.719486459,0.763287117,0.655193688,0.712695382,0.743268062
0.62345596,0.718022223,0.669371446,0.613060911,0.630749975
0.582935558,0.683139904,0.656303823,0.640163091,0.690002655
0.604772942,0.733807926,0.693847726,0.578278926,0.576808021
0.559682343,0.652417511,0.525054338,0.547932649,0.531191412
0.522236187,0.513724338,0.463571032,0.502916225,0.583362314
0.55255514,0.490872693,0.542252295,0.453689131,0.517433326
0.547213508,0.510652307,0.514415797,0.530670268,0.480226319
0.581983663,0.595123327,0.55016533,0.599530333,0.490756461
0.595463127,0.535332105,0.537333992,0.537993093,0.524747956
0.568861076,0.547621571,0.526930389,0.598900157,0.644419492
0.517166368,0.643800925,0.50611657,0.486897471,0.529656178
0.558241531,0.524603123,0.494951976,0.475401126,0.5337791
0.499142194,0.503466913,0.419370319,0.476046818,0.479194719
0.451261829,0.402366666,0.412324076,0.461435307,0.392006451
0.480625375,0.472217165,0.509865814,0.47732161,0.483125424
0.461696356,0.439765465,0.496378708,0.434709644,0.425644933
0.336900712,0.342693266,0.370693224,0.316314773,0.377510738
0.347160267,0.339144625,0.328867474,0.357062842,0.365730889
0.353539636,0.353393868,0.359525517,0.35896687,0.361315374
0.404296498,0.415671884,0.424553094,0.440160342,0.377933887
0.443089696,0.509950257,0.567454936,0.474718162,0.455169011
0.63972058,0.660593112,0.662470967,0.662474529,0.642772178
0.725548617,0.796369197,0.753941822,0.719485949,0.693156496
0.778900208,0.781503922,0.739551699,0.693540874,0.700956328
0.697435584,0.626387221,0.63636107,0.65603847,0.622202834
0.644370811,0.668157019,0.610078153,0.606157338,0.564760203
0.595285314,0.663169525,0.583851353,0.57137771,0.653454578
0.586301302,0.581329775,0.595996739,0.610752448,0.552866885
0.508189582,0.591278087,0.508132118,0.553220756,0.495075931
0.483189995,0.616593946,0.502311199,0.495098096,0.46454984
0.559196889,0.544030473,0.572410507,0.511201576,0.502591775
0.550562753,0.550749681,0.603887394,0.613490695,0.548035048
0.572317436,0.477451353,0.589170973,0.575954933,0.587746883
0.522003653,0.567429333,0.47958133,0.521930484,0.570548725
0.589990787,0.495658846,0.478970824,0.554658739,0.599883864
0.498108417,0.511573854,0.4919427,0.523820451,0.49907773
0.465633487,0.428088624,0.471671557,0.490860851,0.489409167
0.455333873,0.469461137,0.41397593,0.442436537,0.421190599
0.525983749,0.456186994,0.481954244,0.48669461,0.497402338
0.398936114,0.418125615,0.453919078,0.415374731,0.428430316
0.352342448,0.379243601,0.325442319,0.346524117,0.363316741
0.387327942,0.324728708,0.300315661,0.370604551,0.343376281
0.357927105,0.348302459,0.395428579,0.343187813,0.341968009
0.418482637,0.387658675,0.420626823,0.391639743,0.428948167
0.503846037,0.492811577,0.51620954,0.599592289,0.445952466
0.59525486,0.792435212,0.628852844,0.685722092,0.677996542
0.738976876,0.817839728,0.724167902,0.674428566,0.704981461
0.701679921,0.80786868,0.675760499,0.641417635,0.776870322
0.634156269,0.741564316,0.705729438,0.668659545,0.714097206
0.619236407,0.685922786,0.605806179,0.604218085,0.607691473
0.597786069,0.619185989,0.620166086,0.538798607,0.573563531
0.553712297,0.564232889,0.591346398,0.511116153,0.510315873
0.532097456,0.535863889,0.528240908,0.46701755,0.504874988
0.472938957,0.564418191,0.607991959,0.514032345,0.446731379
0.48529373,0.519228524,0.507716923,0.538271348,0.496080292
0.51787811,0.534213299,0.515233139,0.543912946,0.573886649
0.630174912,0.55101129,0.537603549,0.541670659,0.571404038
0.559382183,0.510535858,0.540561529,0.539737612,0.558373108
0.577523439,0.555257486,0.571424408,0.508712295,0.528909657
0.569311053,0.501769881,0.530067738,0.539099702,0.486594164
0.492482464,0.42727125,0.450577999,0.428699452,0.514405901
0.434454184,0.431593964,0.450261125,0.415557669,0.397159446
0.443684846,0.464648068,0.495557393,0.491435922,0.511915084
0.444367152,0.454391363,0.481639288,0.481649247,0.457088832
0.351364727,0.339676754,0.312360449,0.335709994,0.341610095
0.381880544,0.353057271,0.32357103,0.34791585,0.340938062
0.366285159,0.371935499,0.395463544,0.365430318,0.380525416
0.369168557,0.406896468,0.418254745,0.39296747,0.393161889
0.451876417,0.553209255,0.499288779,0.558031515,0.543432782
0.650011215,0.672084304,0.66807188,0.633282798,0.677255987
0.703443589,0.742002461,0.763621768,0.717320926,0.859084455
0.712998157,0.708127027,0.736649372,0.703701691,0.758366641
0.646334655,0.717960765,0.67102643,0.686801457,0.698257039
0.616813259,0.672187911,0.676052686,0.593119418,0.58237817
0.662139111,0.601357716,0.507012737,0.525522566,0.592645977
0.636369809,0.602995836,0.562080706,0.548267194,0.566755273
0.617502167,0.527699808,0.529362884,0.479459154,0.523355013
0.566257457,0.521075941,0.565522157,0.503011194,0.605443073
0.529812121,0.507380468,0.488724506,0.517114155,0.478512038
0.596991189,0.542548799,0.518547652,0.521422176,0.483888047
0.583364527,0.562418826,0.56492668,0.545787845,0.604474429
0.562245281,0.510854378,0.516578956,0.540622108,0.591116624
0.529654395,0.554116634,0.501534019,0.515580239,0.540888297
0.50921288,0.475567955,0.515281538,0.484547636,0.519960371
0.455365918,0.475891224,0.445271793,0.468802267,0.512324882
0.418492211,0.402265089,0.407781012,0.404460303,0.382856257
0.503266787,0.410376254,0.474175816,0.469346532,0.569921798
0.474248163,0.418415554,0.470456753,0.445769971,0.440973356
0.317929465,0.331413868,0.333502485,0.340537428,0.365153801
0.309296345,0.347422756,0.348137883,0.339756502,0.346017955
0.348252873,0.335525841,0.388157983,0.357360527,0.347449878
0.408191985,0.392369507,0.3904904,0.441924947,0.426519874
0.530690019,0.529031895,0.519092168,0.503238294,0.549266116
0.691170304,0.664877717,0.715635811,0.592143858,0.681298784
0.688764679,0.693661829,0.775804724,0.742130028,0.742729724
0.738885373,0.718292408,0.673902375,0.757749113,0.748803322
0.701400025,0.675742545,0.657687492,0.631537785,0.734949565
0.668814988,0.690245469,0.62075085,0.619145635,0.679742338
0.614676664,0.633785486,0.616780577,0.591315611,0.635784802
0.514406703,0.603118351,0.559322038,0.560288956,0.561142048
0.500302065,0.457129643,0.530876361,0.515948422,0.548390786
0.481198597,0.518389214,0.496351679,0.472277618,0.533609698
0.54821733,0.517237686,0.45970719,0.487276853,0.499195201
0.577498915,0.502583107,0.534284459,0.590647527,0.604997744
0.488175366,0.624821415,0.559663295,0.495995951,0.547469682
0.536892262,0.603840496,0.579539793,0.512090757,0.572864124
0.590384422,0.519492732,0.602893055,0.510613277,0.51853471
0.540962822,0.550072833,0.557348714,0.523869706,0.538529334
0.500236732,0.511933411,0.453303991,0.468202081,0.489932896
0.441786879,0.450012859,0.425765282,0.401644837,0.401659877
0.564603938,0.554007938,0.54650866,0.523818661,0.662211596
0.485895006,0.428157608,0.446937011,0.453770097,0.515534007
0.354339523,0.326828426,0.365788944,0.319010165,0.377667158
0.365461085,0.357800407,0.340539679,0.352189391,0.351156166
0.3644251,0.359802328,0.345774273,0.369852873,0.347038467
0.395145317,0.402735796,0.46757664,0.390240271,0.431354817
0.478101758,0.546791493,0.493670958,0.519023585,0.492953387
0.623559525,0.743320401,0.709475603,0.736572133,0.717957728
0.723757675,0.714413037,0.75408905,0.703665447,0.709945268
0.675728053,0.770216764,0.777461824,0.706437835,0.822021362
0.693679631,0.729985041,0.723806024,0.659835072,0.711099441
0.566772728,0.576463771,0.602025611,0.537684378,0.625281915
0.556102229,0.655904685,0.535531137,0.541251759,0.615142499
0.562893823,0.581486555,0.549003939,0.518621724,0.542493262
0.526650663,0.49357118,0.465413398,0.524623467,0.484399631
0.528399468,0.543750188,0.516835963,0.463528555,0.526077539
0.508436298,0.518751665,0.531381148,0.480246116,0.538950171
0.640433102,0.569539701,0.523162539,0.550442793,0.535476194
0.563484034,0.560332859,0.549095112,0.500571513,0.57303735
0.568964582,0.53648935,0.563248633,0.516789147,0.65310448
0.545308628,0.567766766,0.536928282,0.512669196,0.571842226
0.553147335,0.504886541,0.537841427,0.492017963,0.529189533
0.441491301,0.440190851,0.480017248,0.452789285,0.478227292
0.42611341,0.455481216,0.371129559,0.382379008,0.384924461
0.495145458,0.558370292,0.420357011,0.467823633,0.456513809
0.456919141,0.458018921,0.441051559,0.396880052,0.416174251
0.340678193,0.330031392,0.389821782,0.337169982,0.346439087
0.364602542,0.332707085,0.366145751,0.365454636,0.363485873
0.335237408,0.341326165,0.325356248,0.322244628,0.3577536
0.455224734,0.437385711,0.341556864,0.476969872,0.44745201
0.531952227,0.472643565,0.554337548,0.537356318,0.538787174
0.620559997,0.68542612,0.657682124,0.635366262,0.599253562
0.743244669,0.791745765,0.808651601,0.681247965,0.723316852
0.764004443,0.698358822,0.692761831,0.647028392,0.671418387
0.64427794,0.643551513,0.705511451,0.648185519,0.673704562
0.540786633,0.665087246,0.637577777,0.606421496,0.646889968
0.563659391,0.562760624,0.534199012,0.611206081,0.581688181
0.587312249,0.587644777,0.652357387,0.587679529,0.536015923
0.524144053,0.535462037,0.46699385,0.580014279,0.607099597
0.503271253,0.510989178,0.550259028,0.581238093,0.526692714
0.528104547,0.603395651,0.564043087,0.572860938,0.597623175
0.566348067,0.596499256,0.535297683,0.499233753,0.592216374
0.559404208,0.587008431,0.543943295,0.569903949,0.547925628
0.583847693,0.602576775,0.563163207,0.484276541,0.5078062
0.635960451,0.55874997,0.54457059,0.548178197,0.58042235
0.522620853,0.500032246,0.515941382,0.542822025,0.489446362
0.453810682,0.508985144,0.496653214,0.467397647,0.49869302
0.439952632,0.446843905,0.39046543,0.379505966,0.455953772
0.55697155,0.526108366,0.442606707,0.578237763,0.525790057
0.430536191,0.419066595,0.425568305,0.486640871,0.46139013
0.324217773,0.372494767,0.319959,0.350891069,0.371670918
0.335578423,0.35594009,0.309182027,0.344348376,0.346117211
0.366270123,0.361605429,0.389747544,0.373787463,0.395665392
0.357744986,0.377089258,0.420067454,0.457804455,0.426104091
0.512786106,0.544023869,0.492973563,0.509376807,0.5447033
0.640063239,0.69841421,0.697175396,0.617855531,0.733768058
0.700596569,0.779759317,0.682440984,0.655580389,0.700719751
0.671930323,0.776788763,0.691288746,0.746995008,0.759900286
0.642336359,0.70407171,0.642426077,0.601913236,0.809019427
0.629006297,0.684739591,0.5217668,0.687026797,0.596007587
0.59013443,0.637660794,0.675035247,0.539627235,0.578556458
0.533685216,0.633473182,0.509306919,0.503270417,0.565421171
0.488474487,0.512176572,0.442961677,0.494896215,0.499917344
0.496996356,0.514953051,0.54379237,0.485856438,0.474014098
0.498298385,0.519729968,0.50583159,0.491947499,0.511889589
0.568624973,0.508396099,0.601537716,0.555888156,0.551471356
0.657079927,0.595649582,0.535957859,0.612596244,0.518480591
0.605212546,0.526297139,0.522045298,0.4798837,0.655745628
0.548277568,0.627654932,0.504459769,0.565612482,0.549447123
0.526212109,0.620037509,0.515765119,0.514527611,0.531569856
0.465808056,0.479249343,0.476737151,0.451174772,0.503891652
0.432744514,0.427900509,0.402120011,0.467734108,0.457344996
0.544957764,0.456858491,0.474012058,0.541804675,0.531612303
0.460811409,0.48147587,0.413866334,0.501102177,0.44260014
0.317546176,0.352144781,0.311629667,0.335821022,0.364051571
0.35092652,0.360091315,0.345403288,0.318275426,0.333621861
0.375016413,0.357938584,0.356467927,0.348377212,0.392658934
0.414633987,0.4032177,0.402623156,0.388505946,0.414749434
0.464092308,0.522411669,0.520889993,0.493040969,0.500758387
0.597031675,0.616280429,0.623580896,0.647612276,0.675558132
0.769084662,0.757259723,0.752429078,0.65343618,0.755487265
0.750323223,0.769673655,0.714265802,0.651050597,0.689964069
0.620003278,0.708882039,0.757934893,0.645123897,0.678041107
0.627639362,0.588897721,0.687894164,0.618789048,0.618743972
0.605842151,0.561417869,0.597306274,0.594005659,0.532699561
0.498700836,0.578683428,0.525885612,0.590110087,0.626383289
0.500612199,0.491663827,0.47601388,0.559752661,0.491826584
0.532837168,0.489839869,0.523995798,0.557052034,0.452825879
0.528025311,0.497820746,0.503695888,0.490349682,0.443465918
0.527933408,0.536273697,0.487753144,0.503898348,0.563769159
0.541517515,0.611311888,0.550852349,0.591716798,0.604026121
0.606079313,0.588141782,0.611022767,0.59171173,0.498764842
0.543061475,0.559013524,0.561381209,0.615278314,0.555940201
0.482140095,0.524799986,0.544018253,0.492147476,0.508216085
0.458826277,0.534710922,0.493175176,0.439774756,0.450228519
0.42608767,0.395519124,0.411021187,0.373376506,0.374992761
0.510627898,0.501584487,0.45295221,0.492610374,0.481633523
0.462816761,0.461618032,0.452895549,0.467857866,0.425265618
0.373165854,0.335358841,0.354124096,0.379056701,0.355310699
0.341570995,0.327067111,0.35356162,0.347390839,0.376262639
0.371729929,0.360693344,0.382945125,0.33663161,0.365643974
0.407362971,0.458198532,0.411897896,0.413222943,0.395668968
0.51616944,0.500189518,0.51276782,0.558390461,0.559342013
